5,87685
418,79
1339,4
3094,59
5578,29
5,30757
779,557
2545,91
5686,8
11273,7
7,85056
1112,14
3687,63
8540,75
16687,9
10,983
1548,14
4768,68
11321,4
22212

8,050
589,845
1886,479
4835,3
7856,7
7,475
1097,968
3585,789
9322,6
15878
12,461
1737,719
5193,845
12029,2
24907
17,161
2345,667
6716,451
16897,6
32665

